# Rime user dictionary
#@/db_name	luna_pinyin
#@/db_type	userdb
#@/rime_version	1.16.1
#@/tick	27887
#@/user_id	nixos-ysun
liu dong xing 	流動性	c=1 d=0.202909 t=27887
liu e 	劉鶚	c=0 d=0.0271173 t=27887
liu gei 	留給	c=1 d=0.67368 t=27887
liu jia xuan 	劉嘉軒	c=1 d=0.794534 t=27887
liu kong 	留空	c=1 d=0.960789 t=27887
liu lan qi 	瀏覽器	c=5 d=2.35709 t=27887
liu liang 	流量	c=3 d=1.43279 t=27887
liu ru 	流入	c=1 d=0.67032 t=27887
liu shi 	流逝	c=1 d=0.103312 t=27887
liu shui zhang 	流水帳	c=1 d=0.913931 t=27887
liu xia 	留下	c=1 d=0.690734 t=27887
liu yi 	留意	c=1 d=0.755784 t=27887
liu yi dao 	留意到	c=1 d=0.83527 t=27887
liu zai 	留在	c=1 d=0.941765 t=27887
liu zhe 	留着	c=2 d=1.58028 t=27887
lo 	咯	c=5 d=2.30319 t=27887
long 	籠	c=1 d=0.980199 t=27887
long duan 	壟斷	c=1 d=0.449329 t=27887
lou 	漏	c=1 d=0.852144 t=27887
lou diao 	漏掉	c=2 d=1.09528 t=27887
lou kan 	漏看	c=1 d=0.882497 t=27887
lou le 	漏了	c=1 d=0.66365 t=27887
lou xia 	樓下	c=3 d=1.19111 t=27887
lu bang 	魯棒	c=1 d=0.615697 t=27887
lu fei 	路費	c=1 d=0.302704 t=27887
lu ge 	錄個	c=0 d=0.0839457 t=27887
lu ge shi pin 	錄個視頻	c=1 d=0.843665 t=27887
lu guo 	路過	c=1 d=0.865022 t=27887
lu jing 	路徑	c=2 d=1.27668 t=27887
lu shang 	路上	c=1 d=0.913931 t=27887
lu xian 	路線	c=19 d=3.07945 t=27887
lu you 	路由	c=13 d=4.09423 t=27887
lu you qi 	路由器	c=1 d=0.995012 t=27887
lu yu 	鱸魚	c=0 d=0.0621885 t=27887
luan qi ba zao 	亂七八糟	c=1 d=0.965605 t=27887
lun liu 	輪流	c=1 d=0.597501 t=27887
lun tan 	論壇	c=1 d=0.680451 t=27887
lun wen 	論文	c=3 d=1.5715 t=27887
lun zi 	輪子	c=3 d=0.799324 t=27887
luo dao 	落到	c=1 d=0.755784 t=27887
luo di 	落地	c=1 d=0.913931 t=27887
luo hou 	落後	c=3 d=2.03539 t=27887
luo ji 	邏輯	c=10 d=1.73513 t=27887
luo ji lian 	邏輯鏈	c=2 d=0.860708 t=27887
luo shi 	落實	c=1 d=0.847894 t=27887
luo si 	螺螄	c=0 d=0.0474734 t=27887
luo si fen 	螺螄粉	c=3 d=0.697402 t=27887
lv 	率	c=1 d=0.67032 t=27887
lv 	鋁	c=1 d=0.798516 t=27887
lv lv 	捋捋	c=1 d=0.839457 t=27887
lv shi 	律師	c=1 d=0.843665 t=27887
lv tu 	旅途	c=1 d=0.301194 t=27887
lv xing 	旅行	c=1 d=0.308819 t=27887
lv you 	旅遊	c=1 d=0.408608 t=27887
lve 	略	c=1 d=1.06771 t=27887
lve lve 	略略	c=1 d=1.06272 t=27887
lve lve lve 	略略略	c=1 d=0.946485 t=27887
lve xian 	略顯	c=1 d=0.852144 t=27887
ma 	嗎	c=299 d=12.6411 t=27887
ma 	嘛	c=12 d=4.08835 t=27887
ma 	碼	c=0 d=0.0865022 t=27887
ma 	罵	c=1 d=0.305746 t=27887
ma de 	媽的	c=3 d=1.34647 t=27887
ma fan 	麻煩	c=4 d=1.54069 t=27887
ma hua 	麻花	c=1 d=0.451581 t=27887
ma le 	罵了	c=1 d=0.88692 t=27887
ma le 	麻了	c=1 d=0.774916 t=27887
ma mu 	麻木	c=1 d=0.895834 t=27887
ma pi 	馬屁	c=1 d=0.540641 t=27887
ma shang 	馬上	c=5 d=2.33061 t=27887
ma si 	馬斯	c=0 d=0.0913931 t=27887
ma si ke 	瑪斯克	c=1 d=0.909373 t=27887
ma si ke 	馬斯克	c=1 d=0.918512 t=27887
ma wei na 	馬維娜	c=1 d=0.951229 t=27887
mai 	買	c=8 d=2.6599 t=27887
mai 	賣	c=5 d=2.75584 t=27887
mai che 	買車	c=1 d=0.67032 t=27887
mai chu 	賣出	c=1 d=0.67032 t=27887
mai ke feng 	麥克風	c=1 d=1 t=27887
mai li 	賣力	c=1 d=0.790571 t=27887
mai li hao jing 	麥理浩徑	c=1 d=0.873716 t=27887
mai mai 	買賣	c=1 d=0.869358 t=27887
mai ru 	買入	c=1 d=0.57695 t=27887
mai yao 	買藥	c=1 d=0.856415 t=27887
man 	慢	c=1 d=0.955997 t=27887
man 	滿	c=5 d=3.06993 t=27887
man 	蠻	c=0 d=0.0371577 t=27887
man bian 	滿變	c=1 d=0.449329 t=27887
man gao 	蠻高	c=1 d=0.763379 t=27887
man jiu 	蠻久	c=1 d=0.794534 t=27887
man jiu le 	蠻久了	c=1 d=0.373439 t=27887
man nao zi 	滿腦子	c=1 d=0.08291 t=27887
man xing 	慢性	c=0 d=0.0895834 t=27887
man xing yan zheng 	慢性炎症	c=1 d=0.900325 t=27887
man yi 	滿意	c=1 d=0.554327 t=27887
man you 	漫遊	c=1 d=0.847894 t=27887
man zi 	蠻子	c=1 d=0.860708 t=27887
man zu 	滿足	c=2 d=1.57094 t=27887
mang 	忙	c=1 d=0.863222 t=27887
mang 	莽	c=1 d=0.904837 t=27887
mang mu 	盲目	c=1 d=0.941765 t=27887
mang yi hui 	忙一會	c=1 d=0.136695 t=27887
mao bing 	毛病	c=1 d=1 t=27887
mao chu lai 	冒出來	c=1 d=0.786628 t=27887
mao dun 	矛盾	c=1 d=0.814647 t=27887
mao hao 	冒號	c=1 d=0.97531 t=27887
mao si 	貌似	c=1 d=0.847894 t=27887
me 	麼	c=1 d=0.960789 t=27887
mei 	每	c=5 d=2.71522 t=27887
mei 	沒	c=21 d=3.53579 t=27887
mei 	美	c=0 d=0.0557106 t=27887
mei ban fa 	沒辦法	c=2 d=1.40343 t=27887
mei bi yao 	沒必要	c=8 d=2.66822 t=27887
mei bian 	沒變	c=2 d=0.914035 t=27887
mei chi 	沒喫	c=3 d=1.01656 t=27887
mei ci 	每次	c=24 d=4.45102 t=27887
mei cuo 	沒錯	c=5 d=1.85185 t=27887
mei dai 	沒帶	c=1 d=0.891366 t=27887
mei de 	沒得	c=1 d=0.831104 t=27887
mei fa 	沒發	c=1 d=0.650509 t=27887
mei fan ying 	沒反應	c=3 d=2.27592 t=27887
mei fen zhong 	每分鐘	c=1 d=0.67032 t=27887
mei gan 	美感	c=1 d=0.932394 t=27887
mei ge 	每個	c=1 d=0.687289 t=27887
mei gu 	美股	c=6 d=1.36211 t=27887
mei guan xi 	沒關係	c=3 d=1.02549 t=27887
mei guo 	美國	c=2 d=0.998161 t=27887
mei he 	沒和	c=1 d=0.83527 t=27887
mei he wan 	沒喝完	c=1 d=1 t=27887
mei hua 	沒話	c=0 d=0.0666977 t=27887
mei hua zhao hua liao 	沒話找話聊	c=1 d=0.67032 t=27887
mei hui yin 	沒迴音	c=1 d=0.852144 t=27887
mei ji ge 	沒幾個	c=1 d=0.782705 t=27887
mei jin 	美金	c=3 d=2.00889 t=27887
mei kan dao 	沒看到	c=1 d=0.810584 t=27887
mei kan dong 	沒看懂	c=2 d=1.37681 t=27887
mei li you 	沒理由	c=1 d=0.955997 t=27887
mei lian 	沒練	c=1 d=0.324652 t=27887
mei lun 	每輪	c=1 d=0.379083 t=27887
mei mei 	妹妹	c=1 d=0.826959 t=27887
mei pao wan 	沒跑完	c=1 d=0.941765 t=27887
mei qu 	沒去	c=0 d=0.0524663 t=27887
mei qu 	沒趣	c=1 d=0.985112 t=27887
mei qu zhao 	沒去找	c=1 d=0.527292 t=27887
mei ren 	沒人	c=4 d=1.61328 t=27887
mei ren zhu 	沒忍住	c=1 d=0.408608 t=27887
mei rou 	沒肉	c=1 d=0.960789 t=27887
mei sha 	沒啥	c=1 d=0.444858 t=27887
mei sha gai nian 	沒啥概念	c=1 d=0.843665 t=27887
mei shao 	沒燒	c=0 d=0.067368 t=27887
mei shao wan 	沒燒完	c=1 d=0.677057 t=27887
mei shen me 	沒什麼	c=5 d=2.06758 t=27887
mei sheng xiao 	沒生效	c=2 d=1.63725 t=27887
mei sheng yin 	沒聲音	c=1 d=1 t=27887
mei shi 	沒事	c=18 d=5.80712 t=27887
mei shi 	美食	c=0 d=0.025924 t=27887
mei shou dao 	沒收到	c=1 d=0.666977 t=27887
mei shu chu 	沒輸出	c=1 d=0.436049 t=27887
mei shui 	沒水	c=0 d=0.0449329 t=27887
mei shui hao 	沒睡好	c=3 d=1.91034 t=27887
mei shui le 	沒水了	c=1 d=0.451581 t=27887
mei shui shui 	沒水水	c=1 d=0.265803 t=27887
mei shuo 	沒說	c=0 d=0.0852144 t=27887
mei shuo qing chu 	沒說清楚	c=1 d=0.856415 t=27887
mei si le 	美死了	c=1 d=0.559898 t=27887
mei suo wei 	沒所謂	c=1 d=0.634448 t=27887
mei tai 	每臺	c=1 d=0.856415 t=27887
mei tian 	每天	c=1 d=0.856415 t=27887
mei tian jia 	沒添加	c=1 d=0.66365 t=27887
mei wen ti 	沒問題	c=16 d=3.23977 t=27887
mei xiang dao 	沒想到	c=1 d=0.463013 t=27887
mei xue 	沒學	c=0 d=0.0909373 t=27887
mei xue hao 	沒學好	c=1 d=0.913931 t=27887
mei yan zheng 	沒驗證	c=1 d=0.618783 t=27887
mei yi bu 	每一步	c=1 d=0.733447 t=27887
mei yong 	沒用	c=5 d=2.94101 t=27887
mei yong guo 	沒用過	c=2 d=1.1805 t=27887
mei you 	妹有	c=5 d=2.00097 t=27887
mei you 	沒有	c=95 d=7.93452 t=27887
mei you mi mi 	沒有祕密	c=1 d=0.344728 t=27887
mei yu dao 	沒遇到	c=0 d=0.0847894 t=27887
mei yu dao guo 	沒遇到過	c=1 d=0.852144 t=27887
mei zhang 	每張	c=0 d=0.0913931 t=27887
mei zhang ka 	每張卡	c=1 d=0.918512 t=27887
mei zhao dao 	沒找到	c=1 d=0.637628 t=27887
mei zhu yi 	沒主意	c=1 d=0.891366 t=27887
mei zuo 	沒做	c=2 d=1.18461 t=27887
mei zuo dui 	沒做對	c=1 d=0.304221 t=27887
mei zuo yong 	沒作用	c=1 d=0.965605 t=27887
men 	們	c=10 d=2.13424 t=27887
men 	門	c=4 d=1.38144 t=27887
men dian 	門店	c=1 d=0.108609 t=27887
men kou 	門口	c=1 d=0.535261 t=27887
meng 	猛	c=0 d=0.0839457 t=27887
mi 	米	c=1 d=0.647265 t=27887
mi ma 	密碼	c=8 d=3.35376 t=27887
mi mang 	迷茫	c=1 d=0.358796 t=27887
mi mi 	祕密	c=0 d=0.0897334 t=27887
mi mo 	咪摸	c=1 d=0.774916 t=27887
mi ou 	米歐	c=0 d=0.0891366 t=27887
mi xin 	迷信	c=1 d=0.255381 t=27887
mi yao 	密鑰	c=1 d=0.640824 t=27887
mian 	麪	c=3 d=1.8266 t=27887
mian ban 	面板	c=9 d=5.03743 t=27887
mian fei 	免費	c=24 d=6.09783 t=27887
mian xiang 	面向	c=1 d=0.752014 t=27887
mian yi 	免疫	c=0 d=0.0847894 t=27887
mian yi ji hua 	免疫計劃	c=1 d=0.852144 t=27887
miao 	秒	c=2 d=1.13998 t=27887
miao shu 	描述	c=3 d=1.06034 t=27887
mie 	咩	c=2 d=1.33534 t=27887
min jian 	民間	c=0 d=0.0591555 t=27887
min jian zhi hui 	民間智慧	c=3 d=1.78808 t=27887
ming 	名	c=3 d=1.31159 t=27887
ming 	命	c=1 d=0.946485 t=27887
ming bai 	明白	c=5 d=2.76875 t=27887
ming dan 	名單	c=0 d=0.0486752 t=27887
ming ling 	命令	c=38 d=5.8997 t=27887
ming ling hang 	命令行	c=1 d=0.980199 t=27887
ming ming 	命名	c=2 d=0.927743 t=27887
ming ming 	明明	c=8 d=2.88701 t=27887
ming que 	明確	c=2 d=0.514274 t=27887
ming shuo 	明說	c=1 d=0.207008 t=27887
ming tian 	明天	c=18 d=3.40909 t=27887
ming tian ta 	明天它	c=1 d=0.477114 t=27887
ming wan 	明晚	c=2 d=0.77076 t=27887
ming wen 	明文	c=2 d=0.830863 t=27887
ming xian 	明顯	c=3 d=1.66254 t=27887
ming zao 	明早	c=2 d=0.960789 t=27887
ming zhong 	命中	c=1 d=0.771052 t=27887
ming zi 	名字	c=3 d=1.57038 t=27887
mo 	磨	c=3 d=0.730281 t=27887
mo dao 	磨刀	c=1 d=0.17552 t=27887
mo fa 	魔法	c=2 d=1.84626 t=27887
mo he qi 	磨合期	c=1 d=0.290835 t=27887
mo hu 	模糊	c=1 d=0.591555 t=27887
mo kuai 	模塊	c=2 d=1.51651 t=27887
mo lu 	末路	c=1 d=0.882497 t=27887
mo ming 	莫名	c=2 d=1.52349 t=27887
mo mo 	摸摸	c=1 d=1.04077 t=27887
mo mo da 	摸摸大	c=1 d=0.995012 t=27887
mo ni 	模擬	c=3 d=1.65469 t=27887
mo ren 	默認	c=10 d=3.49488 t=27887
mo shi 	模式	c=13 d=4.07377 t=27887
mo xing 	模型	c=66 d=7.21674 t=27887
mo yu 	摸魚	c=1 d=0.941765 t=27887
mou 	某	c=2 d=0.901853 t=27887
mou ding er hou dong 	謀定而後動	c=1 d=0.470011 t=27887
mou ge 	某個	c=5 d=1.9158 t=27887
mou ren 	某人	c=1 d=0.923116 t=27887
mou xie 	某些	c=3 d=1.08502 t=27887
mu ban 	模板	c=1 d=0.806541 t=27887
mu di 	目的	c=4 d=2.31364 t=27887
mu gun 	木棍	c=0 d=0.0798516 t=27887
mu hou 	幕後	c=1 d=0.677057 t=27887
mu lu 	目錄	c=13 d=3.65778 t=27887
mu qian 	目前	c=13 d=2.67683 t=27887
mu yu 	母語	c=1 d=0.965605 t=27887
na 	哪	c=1 d=0.403759 t=27887
na 	拿	c=4 d=2.0289 t=27887
na 	那	c=74 d=9.97546 t=27887
na bian 	那邊	c=2 d=1.47259 t=27887
na bu 	哪步	c=1 d=0.790571 t=27887
na cai 	拿菜	c=2 d=1.17574 t=27887
na chu 	拿出	c=1 d=0.985112 t=27887
na chu lai 	拿出來	c=2 d=1.69554 t=27887
na chu le 	拿出了	c=1 d=0.125556 t=27887
na dao 	拿到	c=1 d=0.878095 t=27887
na diao 	拿掉	c=1 d=0.985112 t=27887
na ge 	哪個	c=20 d=4.12693 t=27887
na ge 	拿各	c=1 d=0.465334 t=27887
na ge 	那個	c=61 d=7.90459 t=27887
na hang 	那行	c=1 d=0.67368 t=27887
na hui 	那會	c=2 d=0.763379 t=27887
na ji 	娜吉	c=1 d=0.882497 t=27887
na ju 	那句	c=1 d=0.955997 t=27887
na lai 	哪來	c=1 d=0.647265 t=27887
na lai 	拿來	c=2 d=0.963051 t=27887
na le 	拿了	c=1 d=0.436049 t=27887
na li 	哪裏	c=12 d=3.19243 t=27887
na li 	那裏	c=4 d=2.06192 t=27887
na me 	那麼	c=12 d=2.29621 t=27887
na me da 	那麼大	c=1 d=0.472367 t=27887
na me duo 	那麼多	c=2 d=1.22784 t=27887
na me jiu 	那麼久	c=1 d=0.554327 t=27887
na me kuai 	那麼快	c=1 d=0.22091 t=27887
na pa 	哪怕	c=2 d=0.806541 t=27887
na qu 	拿去	c=0 d=0.0980199 t=27887
na qu zuo 	拿去做	c=1 d=0.985112 t=27887
na qun 	那羣	c=1 d=0.621885 t=27887
na ru 	納入	c=1 d=0.677057 t=27887
na shan men 	那扇門	c=1 d=0.612626 t=27887
na tai 	那臺	c=2 d=1.26096 t=27887
na tai ji 	那臺機	c=1 d=0.798516 t=27887
na tian 	哪天	c=1 d=0.810584 t=27887
na tiao 	那條	c=3 d=2.49079 t=27887
na tie 	拿鐵	c=1 d=0.918512 t=27887
na xie 	哪些	c=6 d=1.90953 t=27887
na xie 	那些	c=9 d=2.13257 t=27887
na yang 	那樣	c=5 d=1.74648 t=27887
na yi bu 	那一步	c=1 d=0.496585 t=27887
na yi xia 	拿一下	c=1 d=0.941765 t=27887
na you 	哪有	c=1 d=0.985746 t=27887
na you 	那又	c=0 d=0.0308819 t=27887
na you que shi 	那又確實	c=1 d=0.310367 t=27887
na you ren 	哪有人	c=1 d=0.822835 t=27887
na zhong 	哪種	c=1 d=0.900325 t=27887
na zhong 	那種	c=6 d=1.7916 t=27887
nai 	奶	c=2 d=1.40564 t=27887
nai ba 	奶爸	c=1 d=0.904837 t=27887
nai zi 	奶子	c=3 d=1.70273 t=27887
nan 	難	c=2 d=0.932394 t=27887
nan chu 	難處	c=1 d=0.373439 t=27887
nan da 	難打	c=1 d=0.970446 t=27887
nan dao 	難道	c=7 d=1.63058 t=27887
nan mian 	難免	c=1 d=0.282239 t=27887
nan peng you 	男朋友	c=1 d=0.83527 t=27887
nan ru deng tian 	難如登天	c=1 d=0.918512 t=27887
nan shou 	難受	c=2 d=0.965525 t=27887
nan wei 	難爲	c=1 d=0.960789 t=27887
nan ya dao 	南丫島	c=1 d=0.394554 t=27887
nan yi 	難以	c=1 d=0.802519 t=27887
nan zuo 	難做	c=1 d=0.753244 t=27887
nao dai teng 	腦袋疼	c=1 d=0.715338 t=27887
nao ke 	腦殼	c=1 d=0.900325 t=27887
nao xue guan 	腦血管	c=1 d=0.882497 t=27887
nao zi 	腦子	c=1 d=0.955997 t=27887
ne 	呢	c=19 d=3.72155 t=27887
ne 	訥	c=20 d=4.06773 t=27887
ne wo 	訥我	c=1 d=1 t=27887
nei 	內	c=6 d=1.51459 t=27887
nei bian ju 	內邊距	c=1 d=0.755784 t=27887
nei cun 	內存	c=2 d=1.21545 t=27887
nei cun xie lu 	內存泄露	c=1 d=0.40657 t=27887
nei he 	內核	c=4 d=2.29502 t=27887
nei rong 	內容	c=18 d=4.03932 t=27887
neng 	能	c=32 d=4.54738 t=27887
neng ban dao ma 	能辦到嗎	c=1 d=0.778801 t=27887
neng bu neng 	能不能	c=12 d=3.27158 t=27887
neng dao 	能到	c=1 d=0.995012 t=27887
neng gou 	能夠	c=2 d=1.24998 t=27887
neng li 	能力	c=23 d=4.17736 t=27887
neng piao ze piao 	能嫖則嫖	c=1 d=0.67032 t=27887
neng xing 	能行	c=1 d=0.970446 t=27887
neng xiu fu 	能修復	c=1 d=0.995012 t=27887
ni 	你	c=800 d=20.379 t=27887
ni ba 	你把	c=1 d=0.826959 t=27887
ni bang 	你幫	c=1 d=0.923116 t=27887
ni bang wo 	你幫我	c=4 d=2.89732 t=27887
ni chi 	你喫	c=2 d=1.53058 t=27887
ni de 	你的	c=1 d=0.923116 t=27887
ni ding 	擬定	c=1 d=0.951229 t=27887
ni he ni he 	你喝你喝	c=1 d=0.927743 t=27887
ni hui bu hui 	你會不會	c=1 d=0.145148 t=27887
ni jiu 	你就	c=1 d=0.882497 t=27887
ni kan 	你看	c=2 d=0.97968 t=27887
ni ke yi 	你可以	c=1 d=0.694197 t=27887
ni ma 	尼瑪	c=2 d=1.36813 t=27887
ni men 	你們	c=17 d=4.91749 t=27887
ni mi ou 	你米歐	c=1 d=0.895834 t=27887
ni que ding 	你確定	c=1 d=0.88692 t=27887
ni ren wei 	你認爲	c=1 d=0.802519 t=27887
ni shi shi 	你試試	c=1 d=0.790571 t=27887
ni xiang 	你想	c=1 d=0.733447 t=27887
ni xiang 	逆向	c=0 d=0.0740818 t=27887
ni xiang gong cheng 	逆向工程	c=1 d=0.744532 t=27887
ni you 	你又	c=0 d=0.0559898 t=27887
ni you wang le 	你又忘了	c=1 d=0.562705 t=27887
nian 	年	c=7 d=1.80736 t=27887
nian hu 	黏糊	c=3 d=1.77696 t=27887
nian hua shou yi lv 	年化收益率	c=1 d=0.594521 t=27887
nian qian 	年前	c=1 d=0.375311 t=27887
niao 	鳥	c=9 d=2.02695 t=27887
nie 	捏	c=3 d=1.50841 t=27887
nie 	聶	c=2 d=1.72452 t=27887
nie zhe 	捏着	c=1 d=0.45612 t=27887
nin 	您	c=2 d=1.88437 t=27887
nin hao 	您好	c=1 d=0.900325 t=27887
niu 	牛	c=2 d=1.41611 t=27887
niu bi 	牛逼	c=0 d=0.0778801 t=27887
niu chang 	牛場	c=1 d=0.869358 t=27887
niu niu 	牛牛	c=6 d=2.10481 t=27887
niu she 	牛舌	c=1 d=0.895834 t=27887
niu shi 	牛市	c=1 d=0.71177 t=27887
niu yang 	牛羊	c=4 d=1.53296 t=27887
nong 	弄	c=5 d=2.68902 t=27887
nong hou 	濃厚	c=1 d=0.718924 t=27887
nong jing 	濃精	c=1 d=0.985112 t=27887
nong li 	農曆	c=1 d=0.65377 t=27887
nong qing chu 	弄清楚	c=1 d=0.453845 t=27887
nu li 	努力	c=2 d=0.895834 t=27887
nuo de 	諾德	c=1 d=0.878095 t=27887
nv 	女	c=1 d=0.83527 t=27887
nv er 	女兒	c=1 d=0.937067 t=27887
nv peng you 	女朋友	c=3 d=1.71394 t=27887
nv zu zhang 	女族長	c=1 d=0.755784 t=27887
o 	哦	c=0 d=0.0425283 t=27887
o 	喔	c=1 d=0.847894 t=27887
o 	噢	c=13 d=3.59892 t=27887
o lou 	哦漏	c=1 d=0.453845 t=27887
o o o 	哦哦哦	c=1 d=0.97531 t=27887
o pen chu 	哦噴出	c=1 d=0.427415 t=27887
o ye 	噢耶	c=1 d=0.831104 t=27887
ou er 	偶爾	c=5 d=1.22254 t=27887
ou he 	耦合	c=1 d=0.955997 t=27887
pa 	怕	c=2 d=1.0419 t=27887
pa lou 	爬樓	c=2 d=1.01095 t=27887
pa qi lai 	爬起來	c=1 d=1 t=27887
pa qu 	怕去	c=1 d=0.927743 t=27887
pa qu 	爬取	c=8 d=1.8458 t=27887
pai 	拍	c=4 d=2.18734 t=27887
pai 	牌	c=1 d=0.847894 t=27887
pai cha 	排查	c=4 d=1.66181 t=27887
pai chu 	排除	c=1 d=0.798516 t=27887
pai dui 	排隊	c=1 d=0.463013 t=27887
pai dui yu yue 	排隊預約	c=1 d=0.121238 t=27887
pai gu 	排骨	c=1 d=0.740818 t=27887
pai zhao 	拍照	c=3 d=0.911159 t=27887
pan 	盤	c=2 d=1.01328 t=27887
pan duan 	判斷	c=3 d=1.40262 t=27887
pan qian 	盤前	c=1 d=0.559898 t=27887
pang bian 	旁邊	c=2 d=1.69913 t=27887
pao 	泡	c=3 d=2.32524 t=27887
pao 	跑	c=19 d=3.07354 t=27887
pao lu 	跑路	c=1 d=0.965605 t=27887
pao man 	跑滿	c=1 d=0.869358 t=27887
pao pao 	泡泡	c=0 d=0.0900325 t=27887
pao pao jiang 	泡泡醬	c=1 d=0.904837 t=27887
pao pian 	跑偏	c=1 d=0.839457 t=27887
pao qi lai 	跑起來	c=4 d=2.15109 t=27887
pao qu 	跑去	c=3 d=2.18199 t=27887
pao shou 	拋售	c=2 d=1.08635 t=27887
pao shui 	泡水	c=1 d=0.790571 t=27887
pao wan 	跑完	c=1 d=0.412896 t=27887
pao wu xian 	拋物線	c=1 d=0.733447 t=27887
pao yi xia 	跑一下	c=1 d=0.918512 t=27887
pei 	配	c=1 d=0.637628 t=27887
pei 	陪	c=1 d=0.385258 t=27887
pei dui 	配對	c=1 d=0.895834 t=27887
pei e 	配額	c=1 d=0.603506 t=27887
pei fang 	配方	c=1 d=0.0432828 t=27887
pei he 	配合	c=2 d=0.99005 t=27887
pei lao po 	陪老婆	c=1 d=0.647265 t=27887
pei se 	配色	c=2 d=0.951229 t=27887
pei ta 	陪她	c=1 d=0.529935 t=27887
pei wo 	陪我	c=1 d=0.57695 t=27887
pei zhi 	配置	c=62 d=6.94079 t=27887
pen 	噴	c=4 d=0.771599 t=27887
pen chu 	噴出	c=0 d=0.0425283 t=27887
pen ni 	噴你	c=1 d=0.367879 t=27887
pen yao yao 	噴搖搖	c=1 d=0.869358 t=27887
peng 	捧	c=1 d=0.579842 t=27887
peng 	朋	c=0 d=0.0425283 t=27887
peng you 	朋友	c=2 d=0.859066 t=27887
pi 	批	c=0 d=0.088692 t=27887
pi 	皮	c=1 d=0.895834 t=27887
pi ci 	批次	c=3 d=1.3411 t=27887
pi liang 	批量	c=2 d=0.996496 t=27887
pi qi 	脾氣	c=1 d=0.895834 t=27887
pi qi lai le 	批起來了	c=1 d=0.891366 t=27887
pi sa 	批薩	c=1 d=0.379083 t=27887
pi zhun 	批准	c=2 d=0.447088 t=27887
pian fu 	篇幅	c=1 d=0.985112 t=27887
pian hao 	偏好	c=2 d=0.969349 t=27887
pian wo 	騙我	c=1 d=0.579842 t=27887
pian yi 	便宜	c=1 d=0.729789 t=27887
pian zi 	騙子	c=1 d=0.752014 t=27887
piao 	飄	c=2 d=1.80384 t=27887
piao yi 	漂移	c=1 d=0.470011 t=27887
pin fan 	頻繁	c=1 d=0.565525 t=27887
pin jie 	拼接	c=1 d=0.644036 t=27887
ping 	屏	c=0 d=0.153459 t=27887
ping bi 	屏蔽	c=3 d=2.39651 t=27887
ping cang 	平倉	c=1 d=0.786628 t=27887
ping gu 	評估	c=12 d=3.15998 t=27887
ping guo 	蘋果	c=2 d=0.955997 t=27887
ping jun cheng ben 	平均成本	c=1 d=0.425283 t=27887
ping lun 	評論	c=1 d=0.878095 t=27887
ping mu 	屏幕	c=14 d=5.80107 t=27887
ping mu shang 	屏幕上	c=2 d=1.89356 t=27887
ping shi 	平時	c=1 d=0.927743 t=27887
ping zi 	瓶子	c=1 d=0.440432 t=27887
po 	破	c=2 d=0.945428 t=27887
po bi 	破壁	c=0 d=0.0980199 t=27887
po bi ji 	破壁機	c=1 d=0.985112 t=27887
po huai 	破壞	c=2 d=1.18778 t=27887
po po 	破破	c=1 d=0.97531 t=27887
po shi 	破事	c=1 d=0.904837 t=27887
po wang 	破網	c=1 d=0.798516 t=27887
po wu ban 	破物板	c=1 d=0.744532 t=27887
po yin 	破音	c=1 d=0.786628 t=27887
pou xi 	剖析	c=1 d=0.246597 t=27887
pu 	噗	c=2 d=1.10646 t=27887
pu tao 	葡萄	c=1 d=0.860708 t=27887
pu tong yong hu 	普通用戶	c=1 d=0.722527 t=27887
pu zhuan fa 	鋪磚法	c=1 d=0.355226 t=27887
qi 	其	c=1 d=0.923116 t=27887
qi 	起	c=2 d=1.10688 t=27887
qi bu 	起步	c=1 d=0.416862 t=27887
qi bu shi 	豈不是	c=3 d=1.08021 t=27887
qi cao 	起草	c=3 d=1.26585 t=27887
qi cao yi fen 	起草一份	c=1 d=0.418952 t=27887
qi chuang 	起牀	c=1 d=0.771052 t=27887
qi ci 	其次	c=1 d=0.937067 t=27887
qi dong 	啓動	c=33 d=5.92578 t=27887
qi dong guo 	啓動過	c=1 d=0.516851 t=27887
qi dong qi 	啓動器	c=4 d=1.85799 t=27887
qi dong qi 	起動器	c=1 d=0.904837 t=27887
qi guai 	奇怪	c=2 d=1.46009 t=27887
qi he 	契合	c=1 d=0.856415 t=27887
qi huo 	期貨	c=8 d=2.06065 t=27887
qi jia 	漆甲	c=1 d=0.865022 t=27887
qi jian 	期間	c=2 d=1.21373 t=27887
qi jian 	起見	c=2 d=0.847894 t=27887
qi lai 	起來	c=2 d=1.02562 t=27887
qi lai le 	起來了	c=0 d=0.088692 t=27887
qi le 	棄了	c=1 d=0.995012 t=27887
qi qi 	琪琪	c=1 d=0.97531 t=27887
qi quan 	期權	c=6 d=1.39992 t=27887
qi quan 	齊全	c=1 d=0.23457 t=27887
qi quan lian 	期權鏈	c=1 d=0.729789 t=27887
qi shang 	其上	c=1 d=0.65377 t=27887
qi shi 	其實	c=88 d=7.11599 t=27887
qi shi 	騎士	c=0 d=0.0748264 t=27887
qi si 	氣死	c=1 d=0.88692 t=27887
qi si wo le 	氣死我了	c=1 d=0.878095 t=27887
qi ta 	其他	c=42 d=4.64508 t=27887
qi tai zao 	起太早	c=1 d=0.946485 t=27887
qi wang 	期望	c=1 d=0.574072 t=27887
qi yong 	啓用	c=8 d=3.73581 t=27887
