# Rime user dictionary
#@/db_name	luna_pinyin
#@/db_type	userdb
#@/rime_version	1.16.1
#@/tick	27887
#@/user_id	nixos-ysun
geng da 	更大	c=1 d=0.516851 t=27887
geng di 	更低	c=1 d=0.806541 t=27887
geng di 	耕地	c=1 d=0.802519 t=27887
geng duo 	更多	c=1 d=0.687289 t=27887
geng gai 	更改	c=1 d=0.980199 t=27887
geng gao 	更高	c=2 d=1 t=27887
geng hao 	更好	c=28 d=5.45295 t=27887
geng he shi 	更合適	c=1 d=0.99005 t=27887
geng huan 	更換	c=1 d=0.597501 t=27887
geng jia 	更加	c=1 d=0.951229 t=27887
geng man 	更慢	c=1 d=0.99005 t=27887
geng qing xiang yu 	更傾向於	c=1 d=0.856415 t=27887
geng shi 	更是	c=1 d=0.606531 t=27887
geng shi he 	更適合	c=4 d=1.77623 t=27887
geng shuai 	更帥	c=1 d=0.970446 t=27887
geng tong 	更痛	c=1 d=0.477114 t=27887
geng wei 	更爲	c=2 d=1.24254 t=27887
geng xiang 	更像	c=2 d=1.14206 t=27887
geng xin 	更新	c=27 d=5.50567 t=27887
geng xin ban ben 	更新版本	c=1 d=0.790571 t=27887
geng yan zhong 	更嚴重	c=1 d=0.878095 t=27887
geng zheng 	更正	c=1 d=0.606531 t=27887
geng zhong yao 	更重要	c=1 d=0.683861 t=27887
gong 	供	c=6 d=1.76593 t=27887
gong bu 	工步	c=6 d=3.78088 t=27887
gong can kao 	供參考	c=1 d=0.955997 t=27887
gong chang 	工廠	c=1 d=0.501576 t=27887
gong cheng 	工程	c=4 d=1.57937 t=27887
gong cheng shang 	工程上	c=3 d=1.2624 t=27887
gong cheng shi 	工程師	c=1 d=0.2334 t=27887
gong cun 	共存	c=1 d=0.501576 t=27887
gong dian 	宮殿	c=0 d=0.0995012 t=27887
gong ji 	共計	c=1 d=0.657047 t=27887
gong ju 	工具	c=31 d=6.01224 t=27887
gong ju lian 	工具連	c=1 d=0.522046 t=27887
gong kai 	公開	c=1 d=0.657047 t=27887
gong neng 	功能	c=23 d=4.13172 t=27887
gong ni 	供你	c=1 d=0.701173 t=27887
gong si 	公司	c=23 d=6.42694 t=27887
gong wang 	公網	c=2 d=0.935909 t=27887
gong xian 	貢獻	c=2 d=0.97531 t=27887
gong yong 	共用	c=1 d=0.612626 t=27887
gong zi 	工資	c=1 d=0.767206 t=27887
gong zuo 	工作	c=7 d=1.70159 t=27887
gong zuo liu 	工作流	c=1 d=0.895834 t=27887
gong zuo qu 	工作區	c=2 d=0.91876 t=27887
gong zuo qu 	工作去	c=2 d=1.36208 t=27887
gong zuo shi jian 	工作時間	c=1 d=0.319819 t=27887
gong zuo zhan 	工作站	c=3 d=1.28031 t=27887
gou 	溝	c=1 d=0.865022 t=27887
gou cheng 	構成	c=1 d=0.786628 t=27887
gou jian 	構建	c=16 d=6.57947 t=27887
gou jian cheng gong 	構建成功	c=1 d=0.995012 t=27887
gou mai 	購買	c=4 d=1.67218 t=27887
gou qiang 	夠嗆	c=1 d=0.0461896 t=27887
gou tong 	溝通	c=0 d=0.0650509 t=27887
gou tong guo 	溝通過	c=1 d=0.172907 t=27887
gou tong hao 	溝通好	c=1 d=0.65377 t=27887
gou yong 	夠用	c=1 d=0.621885 t=27887
gu 	古	c=0 d=0.0960789 t=27887
gu 	股	c=1 d=0.418952 t=27887
gu an suan 	穀氨酸	c=1 d=0.932394 t=27887
gu ding 	固定	c=1 d=0.537944 t=27887
gu dong 	股東	c=1 d=0.315058 t=27887
gu dong da hui 	股東大會	c=1 d=0.128093 t=27887
gu hua 	固化	c=1 d=0.839457 t=27887
gu ji 	估計	c=2 d=1.20494 t=27887
gu jia 	股價	c=3 d=1.05832 t=27887
gu lv 	顧慮	c=1 d=0.349938 t=27887
gu piao 	股票	c=5 d=1.63394 t=27887
gu shi 	故事	c=3 d=1.22115 t=27887
gu shi 	股市	c=6 d=1.5426 t=27887
gu shi fu 	古師傅	c=1 d=0.965605 t=27887
gu zhi 	估值	c=2 d=1.01933 t=27887
gu zhi hui 	古志輝	c=1 d=0.970446 t=27887
gu zhi mo xing 	估值模型	c=3 d=1.78761 t=27887
gua 	掛	c=1 d=0.794534 t=27887
gua gua 	呱呱	c=1 d=0.70822 t=27887
gua le 	掛了	c=1 d=0.856415 t=27887
gua zai 	掛載	c=3 d=1.12414 t=27887
gua zai dian 	掛載點	c=1 d=0.257947 t=27887
guai 	怪	c=4 d=1.16973 t=27887
guai wo 	怪我	c=1 d=0.847894 t=27887
guai yi 	怪異	c=2 d=1.29361 t=27887
guan 	管	c=2 d=0.249289 t=27887
guan bi 	關閉	c=6 d=2.8432 t=27887
guan bi chuang kou 	關閉窗口	c=2 d=0.945694 t=27887
guan cha 	觀察	c=1 d=0.519442 t=27887
guan fang 	官方	c=8 d=4.26003 t=27887
guan huo 	觀火	c=1 d=0.980199 t=27887
guan huo 	關火	c=1 d=0.985112 t=27887
guan ji 	關機	c=4 d=2.05979 t=27887
guan jian 	關鍵	c=5 d=1.77271 t=27887
guan jian dian 	關鍵點	c=2 d=0.980199 t=27887
guan jian ren wu 	關鍵人物	c=1 d=0.891366 t=27887
guan li 	管理	c=13 d=3.24184 t=27887
guan li qi 	管理器	c=3 d=1.90812 t=27887
guan li qi lai 	管理起來	c=1 d=0.918512 t=27887
guan lian 	關聯	c=4 d=2.42767 t=27887
guan nian 	觀念	c=1 d=0.26982 t=27887
guan wang 	官網	c=1 d=0.918512 t=27887
guan wang 	觀望	c=1 d=0.941765 t=27887
guan xi 	關係	c=7 d=2.74778 t=27887
guan yu 	關於	c=11 d=3.47588 t=27887
guan zhao 	關照	c=1 d=0.408608 t=27887
guan zhu 	關注	c=3 d=1.33949 t=27887
guang biao 	光標	c=5 d=1.64536 t=27887
guang chang 	廣場	c=0 d=0.0371577 t=27887
guang dong hua 	廣東話	c=1 d=0.748264 t=27887
guang guang 	逛逛	c=1 d=1 t=27887
guang shou hao ping 	廣受好評	c=1 d=0.995012 t=27887
guang tu 	廣圖	c=1 d=0.798516 t=27887
guang zhou 	廣州	c=5 d=2.09177 t=27887
gui 	硅	c=0 d=0.0913931 t=27887
gui 	鬼	c=2 d=1.16044 t=27887
gui ding 	規定	c=1 d=0.806541 t=27887
gui dong xi 	鬼東西	c=1 d=0.965605 t=27887
gui gen jie di 	歸根結底	c=1 d=0.960789 t=27887
gui hua 	規劃	c=3 d=1.24998 t=27887
gui ji liu dong 	硅基流動	c=1 d=0.918512 t=27887
gui lv 	規律	c=1 d=0.932394 t=27887
gui xia hong biao 	瑰夏紅標	c=1 d=0.822835 t=27887
gui ze 	規則	c=6 d=3.10429 t=27887
gun dong 	滾動	c=1 d=0.733447 t=27887
guo 	果	c=3 d=1.50957 t=27887
guo 	過	c=16 d=2.80495 t=27887
guo 	鍋	c=1 d=0.336216 t=27887
guo chan 	國產	c=3 d=1.31796 t=27887
guo chang 	過長	c=1 d=0.677057 t=27887
guo cheng 	過程	c=5 d=1.24121 t=27887
guo du 	過渡	c=2 d=0.909373 t=27887
guo fu 	國服	c=8 d=3.00986 t=27887
guo fu lun 	國富論	c=3 d=0.800522 t=27887
guo hang 	國行	c=1 d=0.102797 t=27887
guo ji 	國際	c=1 d=0.985348 t=27887
guo ji chang tu 	國際長途	c=1 d=0.99005 t=27887
guo ji fu 	國際富	c=3 d=2.01653 t=27887
guo jia 	國家	c=2 d=1.00853 t=27887
guo le 	過了	c=0 d=0.0955997 t=27887
guo nei 	國內	c=6 d=2.69649 t=27887
guo qi 	過期	c=2 d=1.82823 t=27887
guo qu 	過去	c=10 d=3.81166 t=27887
guo ran 	果然	c=3 d=2.13644 t=27887
guo shi 	過時	c=1 d=0.687289 t=27887
guo wang 	過往	c=1 d=0.283654 t=27887
guo yi bian 	過一遍	c=1 d=0.818731 t=27887
guo ying 	過硬	c=1 d=0.606531 t=27887
guo you 	過油	c=1 d=0.798516 t=27887
guo yu 	過於	c=2 d=1.01456 t=27887
ha ha 	哈哈	c=6 d=3.04917 t=27887
ha ha ha 	哈哈哈	c=15 d=4.43328 t=27887
ha ha ha ha 	哈哈哈哈	c=1 d=0.283654 t=27887
ha ha ha ha a ha ha 	哈哈哈哈啊哈哈	c=1 d=0.909373 t=27887
ha po 	哈珀	c=1 d=0.453845 t=27887
hai 	害	c=1 d=0.826959 t=27887
hai 	還	c=59 d=5.52217 t=27887
hai ba 	還把	c=1 d=0.860708 t=27887
hai bu cuo 	還不錯	c=3 d=1.82223 t=27887
hai bu shi 	還不是	c=1 d=0.65377 t=27887
hai bu xing 	還不行	c=2 d=1 t=27887
hai dei 	還得	c=3 d=1.90323 t=27887
hai dei shi 	還得是	c=1 d=0.694197 t=27887
hai gou 	還夠	c=1 d=0.67032 t=27887
hai han 	海涵	c=1 d=0.932394 t=27887
hai hao 	還好	c=4 d=1.9731 t=27887
hai hui 	還會	c=2 d=1.05149 t=27887
hai mei 	還沒	c=6 d=1.75475 t=27887
hai mei chi fan 	還沒喫飯	c=2 d=1.31141 t=27887
hai mei hui jia 	還沒回家	c=1 d=0.394554 t=27887
hai mei jie hun 	還沒結婚	c=1 d=0.900325 t=27887
hai mei shui xing 	還沒睡醒	c=1 d=0.423162 t=27887
hai mei ti jiao 	還沒提交	c=1 d=0.951229 t=27887
hai mei yong wan 	還沒用完	c=1 d=0.470011 t=27887
hai mei you 	還沒有	c=1 d=0.932394 t=27887
hai neng 	還能	c=2 d=0.937067 t=27887
hai shi 	還是	c=112 d=13.2299 t=27887
hai shi yong 	還實用	c=1 d=0.852144 t=27887
hai shou dao 	還受到	c=1 d=0.873716 t=27887
hai xiang 	還想	c=6 d=1.84464 t=27887
hai xiang shuo 	還想說	c=1 d=0.918512 t=27887
hai yao 	還要	c=3 d=1.96658 t=27887
hai you 	還有	c=26 d=3.83195 t=27887
hai you mei you 	還有沒有	c=1 d=0.752014 t=27887
hai zai 	還在	c=11 d=2.99906 t=27887
hai zi 	孩子	c=1 d=0.904837 t=27887
han 	含	c=1 d=0.511709 t=27887
han bao 	漢堡	c=1 d=0.878095 t=27887
han jin liang 	含金量	c=1 d=0.99005 t=27887
han shu 	函數	c=3 d=1.44781 t=27887
han zheng 	汗蒸	c=1 d=0.88692 t=27887
hang 	吭	c=5 d=2.84327 t=27887
hang 	行	c=1 d=0.431711 t=27887
hao 	好	c=112 d=9.68731 t=27887
hao 	薅	c=1 d=0.833861 t=27887
hao 	號	c=2 d=1.12339 t=27887
hao ba 	好叭	c=4 d=2.39848 t=27887
hao ba 	好吧	c=2 d=1.1513 t=27887
hao ban fa 	好辦法	c=1 d=0.895834 t=27887
hao bang yang 	好榜樣	c=1 d=0.970446 t=27887
hao ben ling 	好本領	c=1 d=0.625002 t=27887
hao bu liao 	好不了	c=1 d=1 t=27887
hao bu you yu 	毫不猶豫	c=1 d=0.860708 t=27887
hao cheng ji 	好成績	c=1 d=0.882497 t=27887
hao chi 	好喫	c=1 d=0.631284 t=27887
hao chu 	好處	c=1 d=0.882497 t=27887
hao ci ji 	好刺激	c=1 d=0.759572 t=27887
hao dian 	好點	c=3 d=0.955997 t=27887
hao du 	好嘟	c=7 d=3.36977 t=27887
hao duo 	好多	c=6 d=2.46362 t=27887
hao duo ren 	好多人	c=1 d=0.778801 t=27887
hao fu za 	好複雜	c=1 d=1 t=27887
hao ge 	豪哥	c=1 d=0.856415 t=27887
hao hao 	好好	c=2 d=0.951313 t=27887
hao hao hao 	好好好	c=7 d=2.68981 t=27887
hao hao kan 	好好看	c=1 d=0.822835 t=27887
hao hen 	好狠	c=1 d=0.755784 t=27887
hao hen duo 	好很多	c=1 d=0.759572 t=27887
hao ji ci 	好幾次	c=1 d=0.960789 t=27887
hao ji lun 	好幾輪	c=1 d=0.044601 t=27887
hao jia huo 	好傢伙	c=1 d=0.831104 t=27887
hao jiao 	嚎叫	c=0 d=0.0980199 t=27887
hao jiao 	號叫	c=1 d=0.99005 t=27887
hao jin 	耗盡	c=1 d=0.900325 t=27887
hao jiu 	好久	c=4 d=2.05427 t=27887
hao kan 	好看	c=2 d=1.99501 t=27887
hao la 	好啦	c=3 d=2.0512 t=27887
hao le 	好了	c=1 d=0.927743 t=27887
hao lei 	好累	c=1 d=0.843665 t=27887
hao mang 	好忙	c=1 d=0.985112 t=27887
hao me 	好麼	c=1 d=0.927743 t=27887
hao qi 	好奇	c=1 d=0.909373 t=27887
hao qi lai 	好起來	c=1 d=0.904837 t=27887
hao ren 	好人	c=1 d=0.532592 t=27887
hao shao 	好燒	c=1 d=0.562705 t=27887
hao shi 	好事	c=1 d=0.878095 t=27887
hao shi 	耗時	c=2 d=0.937067 t=27887
hao shuo 	好說	c=1 d=0.909373 t=27887
hao wan 	好玩	c=1 d=0.733447 t=27887
hao wu 	毫無	c=0 d=0.0554327 t=27887
hao wu mi mi ke yan 	毫無祕密可言	c=1 d=0.557106 t=27887
hao wu yi wen 	毫無疑問	c=1 d=0.637628 t=27887
hao xiang 	好像	c=23 d=4.43745 t=27887
hao xiang 	好香	c=1 d=0.50409 t=27887
hao xiao xi 	好消息	c=2 d=0.81262 t=27887
hao xie 	好些	c=1 d=1 t=27887
hao yang mao 	薅羊毛	c=1 d=0.88692 t=27887
hao yong 	耗用	c=1 d=0.612626 t=27887
hao you 	耗油	c=1 d=0.97531 t=27887
hao you 	蠔油	c=1 d=0.980199 t=27887
hao zai 	好在	c=1 d=0.771052 t=27887
hao zhao 	號召	c=1 d=0.798516 t=27887
hao zhuan 	好轉	c=1 d=0.609571 t=27887
he 	和	c=207 d=10.6056 t=27887
he 	喝	c=2 d=1.54166 t=27887
he bing 	合併	c=5 d=2.09167 t=27887
he dong 	荷東	c=1 d=0.647265 t=27887
he dui 	覈對	c=2 d=1.19838 t=27887
he gui 	合規	c=1 d=0.606531 t=27887
he guo 	喝過	c=1 d=0.839457 t=27887
he le 	喝了	c=1 d=0.278037 t=27887
he li 	合理	c=4 d=1.24685 t=27887
he mo ni 	和模擬	c=1 d=0.501576 t=27887
he ni 	和你	c=3 d=1.10436 t=27887
he shi 	何時	c=2 d=0.618508 t=27887
he shi 	合適	c=5 d=1.38784 t=27887
he shi 	覈實	c=5 d=2.0865 t=27887
he shui 	喝水	c=2 d=1.1197 t=27887
he ta 	和他	c=2 d=1.07126 t=27887
he ta 	和她	c=0 d=0.0873716 t=27887
he ta 	和它	c=3 d=1.04749 t=27887
he ta shuo 	和她說	c=1 d=0.878095 t=27887
he tang 	喝湯	c=0 d=0.0666977 t=27887
he wan 	喝完	c=0 d=0.0995012 t=27887
he wo 	和我	c=0 d=0.0831104 t=27887
he xin 	核心	c=0 d=0.0540641 t=27887
he xin neng li 	核心能力	c=1 d=0.543351 t=27887
he yue 	合約	c=3 d=0.965605 t=27887
he zuo 	合作	c=5 d=1.75315 t=27887
hei 	黑	c=1 d=1.05844 t=27887
hei bu hei 	黑不黑	c=1 d=0.0824965 t=27887
hei gui 	黑鬼	c=1 d=0.657047 t=27887
hei lian 	黑臉	c=1 d=0.634448 t=27887
hei lv 	黑綠	c=2 d=1.97516 t=27887
hei qiao ke li 	黑巧克力	c=1 d=0.752014 t=27887
hei tian e 	黑天鵝	c=1 d=0.634448 t=27887
hen 	很	c=16 d=2.67892 t=27887
hen bang 	很棒	c=1 d=0.394554 t=27887
hen bu 	很不	c=0 d=0.0965605 t=27887
hen bu de 	恨不得	c=2 d=1.41602 t=27887
hen bu wen ding 	很不穩定	c=1 d=0.970446 t=27887
hen cha 	很差	c=2 d=0.926707 t=27887
hen chang jian 	很常見	c=1 d=0.913931 t=27887
hen da 	很大	c=1 d=0.680451 t=27887
hen di 	很低	c=2 d=0.990136 t=27887
hen diu ren 	很丟人	c=1 d=0.156453 t=27887
hen duo 	很多	c=21 d=3.90873 t=27887
hen duo ge 	很多個	c=2 d=1.3676 t=27887
hen duo ren 	很多人	c=2 d=1.48443 t=27887
hen duo shi hou 	很多時候	c=1 d=0.97531 t=27887
hen fan 	很煩	c=1 d=0.477114 t=27887
hen fu za 	很複雜	c=1 d=0.65377 t=27887
hen gan ga 	很尷尬	c=1 d=0.909373 t=27887
hen guai 	很怪	c=1 d=0.511709 t=27887
hen guai yi 	很怪異	c=1 d=0.970446 t=27887
hen guan jian 	很關鍵	c=1 d=0.97531 t=27887
hen gui 	很貴	c=1 d=0.941765 t=27887
hen hao 	很好	c=8 d=2.41051 t=27887
hen hao qi 	很好奇	c=1 d=0.865022 t=27887
hen he li 	很合理	c=1 d=0.88692 t=27887
hen hua suan 	很划算	c=1 d=0.913931 t=27887
hen jiao lv 	很焦慮	c=1 d=0.535261 t=27887
hen jiu 	很久	c=4 d=1.78589 t=27887
hen ka 	很卡	c=1 d=0.946485 t=27887
hen kai xin 	很開心	c=1 d=0.970446 t=27887
hen kun nan 	很困難	c=1 d=0.324652 t=27887
hen li hai 	很厲害	c=1 d=0.814647 t=27887
hen li jie 	很理解	c=1 d=0.869358 t=27887
hen man 	很慢	c=4 d=1.33511 t=27887
hen man yi 	很滿意	c=1 d=0.496585 t=27887
hen mei you 	很沒有	c=1 d=0.574072 t=27887
hen nan 	很難	c=3 d=1.24678 t=27887
hen nan bao zheng 	很難保證	c=1 d=0.869358 t=27887
hen nan jiao dai 	很難交代	c=1 d=0.0858632 t=27887
hen nan xiang xiang 	很難想象	c=1 d=0.697676 t=27887
hen qi guai 	很奇怪	c=2 d=1.47567 t=27887
hen rong yi 	很容易	c=1 d=0.57695 t=27887
hen shao yong 	很少用	c=1 d=0.865022 t=27887
hen shuang 	很爽	c=1 d=0.740818 t=27887
hen xi 	很細	c=1 d=0.995012 t=27887
hen xiang 	很香	c=1 d=0.0784731 t=27887
hen xin ku 	很辛苦	c=1 d=0.904837 t=27887
hen xiu 	很秀	c=1 d=0.588605 t=27887
hen yan zhong 	很嚴重	c=2 d=0.907783 t=27887
hen yi han 	很遺憾	c=6 d=2.56666 t=27887
hen you 	很有	c=2 d=0.888664 t=27887
hen you wen ti 	很有問題	c=1 d=0.767206 t=27887
hen you yi yi 	很有意義	c=1 d=0.722527 t=27887
hen you yong 	很有用	c=1 d=0.891366 t=27887
hen yuan 	很遠	c=1 d=0.882497 t=27887
hen zai yi 	很在意	c=1 d=0.336216 t=27887
hen zao 	很早	c=1 d=0.822835 t=27887
hen zhong yao 	很重要	c=1 d=0.151072 t=27887
heng 	哼	c=5 d=1.34622 t=27887
hong bao 	紅包	c=1 d=0.918512 t=27887
hong guan 	宏觀	c=7 d=1.34964 t=27887
hong guan jing ji xue 	宏觀經濟學	c=1 d=0.194952 t=27887
hong guan yin su 	宏觀因素	c=1 d=0.965605 t=27887
hong hong 	哄哄	c=1 d=0.802519 t=27887
hong tang 	紅糖	c=1 d=0.946485 t=27887
hong ye 	紅葉	c=3 d=2.08284 t=27887
hou 	後	c=77 d=8.80102 t=27887
hou ban ju 	後半句	c=1 d=0.843665 t=27887
hou duan 	後端	c=3 d=1.37523 t=27887
hou lai 	後來	c=5 d=1.83361 t=27887
hou mian 	後面	c=13 d=2.55247 t=27887
hou qi 	後期	c=1 d=0.722527 t=27887
hou shi 	後市	c=1 d=0.57695 t=27887
hou tai 	後臺	c=1 d=0.970446 t=27887
hou xu 	後續	c=12 d=3.23326 t=27887
hou xuan 	候選	c=0 d=0.0891366 t=27887
hou xuan kuang 	候選框	c=3 d=1.92558 t=27887
hou zhe 	後者	c=6 d=1.59852 t=27887
hu 	胡	c=0 d=0.0271173 t=27887
hu chu 	呼出	c=6 d=2.36735 t=27887
hu chu lai 	呼出來	c=1 d=0.327915 t=27887
hu jiao fen 	胡椒粉	c=1 d=0.767206 t=27887
hu lai he qu 	呼來喝去	c=1 d=0.937067 t=27887
hu lian wang 	互聯網	c=4 d=2.293 t=27887
hu liu e 	胡劉鶚	c=1 d=0.272532 t=27887
hu lve 	忽略	c=4 d=1.48301 t=27887
hu shen fu 	護身符	c=0 d=0.045612 t=27887
hu xi 	呼吸	c=0 d=0.0748264 t=27887
hu zhao 	護照	c=2 d=1.65389 t=27887
hua 	化	c=3 d=1.37914 t=27887
hua 	畫	c=3 d=1.16368 t=27887
hua 	花	c=1 d=0.677057 t=27887
hua 	華	c=0 d=0.099005 t=27887
hua 	話	c=24 d=3.9404 t=27887
hua bing 	畫餅	c=1 d=0.318224 t=27887
hua bu kai de 	化不開的	c=1 d=0.941765 t=27887
hua er de 	華爾德	c=1 d=0.995012 t=27887
hua er jie 	華爾街	c=1 d=0.631284 t=27887
hua ge bing 	畫個餅	c=1 d=0.394554 t=27887
hua guo 	滑鍋	c=1 d=0.060205 t=27887
hua he fan ying 	化合反應	c=1 d=0.0735345 t=27887
hua mei 	華美	c=0 d=0.0980199 t=27887
hua mei da 	華美達	c=1 d=0.985112 t=27887
hua shi jian 	花時間	c=1 d=0.67032 t=27887
hua shuo 	話說	c=2 d=0.88692 t=27887
hua suan 	划算	c=0 d=0.0909373 t=27887
hua ti 	話題	c=2 d=0.696863 t=27887
huai 	壞	c=1 d=0.621885 t=27887
huai diao 	壞掉	c=2 d=1.18113 t=27887
huai dong xi 	壞東西	c=1 d=0.694197 t=27887
huai shi 	壞事	c=1 d=0.955997 t=27887
huai yi 	懷疑	c=3 d=1.50962 t=27887
huan 	換	c=6 d=2.2804 t=27887
huan 	還	c=0 d=0.0579842 t=27887
huan ba 	換吧	c=1 d=0.927743 t=27887
huan cheng 	換成	c=3 d=0.911188 t=27887
huan cun 	緩存	c=3 d=1.76794 t=27887
huan diao 	換掉	c=1 d=0.955997 t=27887
huan hang 	換行	c=1 d=0.941765 t=27887
huan huan 	緩緩	c=1 d=0.261846 t=27887
huan hui 	換回	c=1 d=0.683861 t=27887
huan jie 	緩解	c=1 d=0.895834 t=27887
huan jing 	環境	c=24 d=4.47613 t=27887
huan jing bian liang 	環境變量	c=1 d=0.88692 t=27887
huan le 	換了	c=3 d=1.74327 t=27887
huan le 	歡樂	c=1 d=0.806541 t=27887
huan man 	緩慢	c=0 d=0.0891366 t=27887
huan qu 	換取	c=1 d=0.980199 t=27887
huan xia shu 	還下書	c=1 d=0.582748 t=27887
huan yi ge 	換一個	c=1 d=0.99005 t=27887
huan ying 	歡迎	c=3 d=1.72586 t=27887
huang huang 	黃黃	c=1 d=0.509156 t=27887
huang lao shi 	黃老師	c=1 d=0.895834 t=27887
huang ren xun 	黃仁勳	c=1 d=0.394554 t=27887
huang se 	黃色	c=1 d=0.895834 t=27887
huang shang 	皇上	c=1 d=0.965605 t=27887
hui 	回	c=3 d=1.65912 t=27887
hui 	會	c=100 d=6.64261 t=27887
hui bao 	回報	c=1 d=0.970446 t=27887
hui bao 	彙報	c=1 d=0.97531 t=27887
hui bei 	會被	c=1 d=0.71177 t=27887
hui bi 	迴避	c=3 d=1.17518 t=27887
hui bu 	回補	c=1 d=0.697676 t=27887
hui bu hui 	會不會	c=36 d=3.86479 t=27887
hui che 	回車	c=2 d=0.946485 t=27887
hui da 	回答	c=5 d=2.19052 t=27887
hui dao 	回到	c=3 d=1.14501 t=27887
hui fu 	回覆	c=21 d=4.61271 t=27887
hui fu 	恢復	c=7 d=1.70986 t=27887
hui fu bu le 	恢復不了	c=1 d=0.379083 t=27887
hui gu 	回顧	c=4 d=1.07072 t=27887
hui gun 	回滾	c=4 d=2.13331 t=27887
hui hua 	會話	c=17 d=5.24969 t=27887
hui jia 	回家	c=1 d=0.64166 t=27887
hui lai 	回來	c=10 d=3.4626 t=27887
hui le 	毀了	c=1 d=0.585491 t=27887
hui luo 	回落	c=1 d=0.421052 t=27887
hui qu 	回去	c=15 d=4.94827 t=27887
hui qu zhu 	回去煮	c=1 d=0.873716 t=27887
hui su 	回溯	c=4 d=1.84247 t=27887
hui tiao 	回調	c=1 d=0.341298 t=27887
hui tu 	繪圖	c=1 d=0.960789 t=27887
hui tui 	回退	c=1 d=0.913931 t=27887
hui xian 	回顯	c=1 d=0.951229 t=27887
hui xiang 	迴響	c=0 d=0.0810584 t=27887
hui xiang shu shi 	迴響術士	c=1 d=0.814647 t=27887
hui yi 	回憶	c=2 d=0.923152 t=27887
hui yin 	迴音	c=0 d=0.0847894 t=27887
hui you 	會有	c=1 d=0.937067 t=27887
hui yuan 	會員	c=0 d=0.057695 t=27887
hui yuan ri 	會員日	c=1 d=0.579842 t=27887
hui zong 	彙總	c=2 d=1.49664 t=27887
hun bian 	婚變	c=1 d=0.927743 t=27887
hun he 	混合	c=2 d=1.27885 t=27887
hun jie 	婚戒	c=1 d=0.603506 t=27887
hun luan 	混亂	c=1 d=0.798516 t=27887
hun yong 	混用	c=1 d=0.606531 t=27887
hun za 	混雜	c=1 d=0.860708 t=27887
huo 	或	c=6 d=1.64938 t=27887
huo 	活	c=1 d=0.337179 t=27887
huo 	貨	c=1 d=0.771052 t=27887
huo ban 	夥伴	c=2 d=1.76194 t=27887
huo bi zheng ce 	貨幣政策	c=2 d=0.952926 t=27887
huo che 	火車	c=1 d=0.337902 t=27887
huo de 	獲得	c=4 d=1.49299 t=27887
huo dong 	活動	c=2 d=1.37527 t=27887
huo gai 	活該	c=1 d=0.970446 t=27887
huo la song 	霍拉松	c=1 d=0.900325 t=27887
huo li 	獲利	c=1 d=0.740818 t=27887
huo qu 	獲取	c=9 d=3.41782 t=27887
huo qu bu dao 	獲取不到	c=1 d=0.516851 t=27887
huo qu dao 	獲取到	c=1 d=0.900325 t=27887
huo ran kai lang 	豁然開朗	c=1 d=0.690734 t=27887
huo shan 	火山	c=2 d=1.67703 t=27887
huo xi yi 	火蜥蜴	c=1 d=0.831104 t=27887
huo xu 	或許	c=1 d=0.70822 t=27887
huo yan 	火焰	c=0 d=0.0980199 t=27887
huo yan hao jiao 	火焰嚎叫	c=1 d=0.985112 t=27887
huo yue 	活躍	c=2 d=1.52036 t=27887
huo zhe 	或者	c=38 d=6.14316 t=27887
ji 	基	c=0 d=0.0913931 t=27887
ji 	幾	c=2 d=1.57765 t=27887
ji 	擠	c=1 d=0.687289 t=27887
ji 	既	c=3 d=1.18364 t=27887
ji 	機	c=0 d=0.209267 t=27887
ji ba 	雞巴	c=3 d=1.71816 t=27887
ji ba tao zi 	雞巴套子	c=2 d=0.905096 t=27887
ji ben 	基本	c=7 d=1.62632 t=27887
ji ben shang 	基本上	c=3 d=0.811034 t=27887
ji bie 	級別	c=4 d=1.96216 t=27887
ji bing 	雞餅	c=1 d=0.941765 t=27887
ji bu de 	記不得	c=1 d=0.71177 t=27887
ji bu fen 	幾部分	c=1 d=0.748264 t=27887
ji bu zhu 	記不住	c=2 d=1.83662 t=27887
ji cheng 	集成	c=2 d=1.68729 t=27887
ji chu 	基礎	c=3 d=1.17911 t=27887
ji ci 	幾次	c=2 d=1.30827 t=27887
ji da lei 	幾大類	c=1 d=0.163654 t=27887
ji dan 	雞蛋	c=2 d=1.68629 t=27887
ji de 	記得	c=12 d=2.86415 t=27887
ji de ma 	記得嘛	c=1 d=0.955997 t=27887
ji dian 	幾點	c=1 d=0.802516 t=27887
ji dian shui de ya 	幾點睡得呀	c=1 d=0.995012 t=27887
ji du 	季度	c=1 d=0.402524 t=27887
ji fei 	計費	c=2 d=0.982612 t=27887
ji ge 	幾個	c=16 d=3.24047 t=27887
ji ge yue 	幾個月	c=3 d=0.697676 t=27887
ji gou 	機構	c=1 d=0.873716 t=27887
ji hao 	極好	c=1 d=0.600496 t=27887
ji hao 	記好	c=1 d=1 t=27887
ji hu 	幾乎	c=2 d=0.645146 t=27887
ji hua 	計劃	c=36 d=5.94012 t=27887
ji hua xian xing 	計劃先行	c=1 d=0.467666 t=27887
ji hui 	機會	c=4 d=1.27115 t=27887
ji huo 	激活	c=1 d=0.946485 t=27887
ji ji 	雞雞	c=1 d=0.748264 t=27887
ji ji wai wai 	唧唧歪歪	c=1 d=0.310367 t=27887
